,TLabel,Tweet text processed,Unnamed: 0,Unnamed: 0.1,ZLabel,cashtags,conversation_id,created_at,date,day,geo,has_media,hashtags,hour,id,img_urls,is_replied,is_reply_to,likes,link,links,name,near,nlikes,nreplies,nretweets,parent_tweet_id,place,quote_url,replies,reply_to,reply_to_users,retweet,retweet_date,retweet_id,retweets,screen_name,search,source,text,text_html,timestamp,timestamp_epochs,timezone,trans_dest,trans_src,translate,tweet,tweet_id,tweet_url,user_id,user_id_str,user_rt,user_rt_id,username,video_url,tweet_processed,pred,pred_raw
502,,delhi area: 1484 sq. km. 1 smog tower cleans area: pi×3×3= 28 sq. km. total smog tower required: 1484÷28 = 53. one smog tower cost = 2 crore. total one time cost required to install smog towers throughout delhi... …,764.0,932.0,0,[],1.19e+18,1572958561000.0,2019-11-05 12:56:01,2.0,,,[],12.0,1.19e+18,,,,,https://twitter.com/DUR935H/status/1191700695369388033,,DURGESH,,0.0,0.0,0.0,,,,,"[{'user_id': '351612516', 'username': 'DUR935H'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Delhi Area: 1484 sq. km.
1 Smog Tower cleans area: pi×3×3= 28 sq. Km.
Total Smog Tower required: 1484÷28 = 53.
One Smog Tower cost = 2 Crore.
Total One time Cost required to install Smog Towers throughout Delhi...  https://www.facebook.com/100001441561134/posts/2690022834389076/ …",,,351612516,351612516.0,,,DUR935H,,delhi area: 1484 sq. km. 1 smog tower cleans area: pi×3×3= 28 sq. km. total smog tower required: 1484÷28 = 53. one smog tower cost = 2 crore. total one time cost required to install smog towers throughout delhi... …,0,0.9945284724235535
504,,*delhi area: 1484 sq. km.* *1 smog tower cleans area: pi×3×3= 28 sq. km.* *total smog tower required: 1484÷28 = 53.* *one smog tower cost = 2 crore.* *total one time cost required to install smog towers throughout delhi = 53×2= 106 crores only.* ‐-----,770.0,944.0,0,[],1.19e+18,1572948573000.0,2019-11-05 10:09:33,2.0,,,[],10.0,1.19e+18,,,,,https://twitter.com/sanjeevchadha8/status/1191658804527501313,,Sanjeev Chadha,,0.0,1.0,0.0,,,,,"[{'user_id': '1609894374', 'username': 'sanjeevchadha8'}]",,False,,,,,smog tower,,,,,,UTC,,,,"*Delhi Area: 1484 sq. Km.*
*1 Smog Tower cleans area: pi×3×3= 28 sq. Km.*
*Total Smog Tower required: 1484÷28 = 53.*
*One Smog Tower cost = 2 Crore.*
*Total One time Cost required to install Smog Towers throughout Delhi = 53×2= 106 Crores Only.*
‐-----",,,1609894374,1609894374.0,,,sanjeevchadha8,,*delhi area: 1484 sq. km.* *1 smog tower cleans area: pi×3×3= 28 sq. km.* *total smog tower required: 1484÷28 = 53.* *one smog tower cost = 2 crore.* *total one time cost required to install smog towers throughout delhi = 53×2= 106 crores only.* ‐-----,0,0.999440610408783
505,,*delhi area: 1484 sq. km.* *1 smog tower cleans area: pi×3×3= 28 sq. km.* *total smog tower required: 1484÷28 = 53.* *one smog tower cost = 2 crore.* *total one time cost required to install smog towers throughout delhi = 53×2= 106 crores,772.0,946.0,0,[],1.19e+18,1572944254000.0,2019-11-05 8:57:34,2.0,,,[],8.0,1.19e+18,,,,,https://twitter.com/AlpeshMuchhala/status/1191640688556773378,,CA Alpesh muchhala,,0.0,0.0,1.0,,,,,"[{'user_id': '2197192819', 'username': 'AlpeshMuchhala'}]",,False,,,,,smog tower,,,,,,UTC,,,,"*Delhi Area: 1484 sq. Km.*
*1 Smog Tower cleans area: pi×3×3= 28 sq. Km.*
*Total Smog Tower required: 1484÷28 = 53.*
*One Smog Tower cost = 2 Crore.*
*Total One time Cost required to install Smog Towers throughout Delhi = 53×2= 106 Crores",,,2197192819,2197192819.0,,,AlpeshMuchhala,,*delhi area: 1484 sq. km.* *1 smog tower cleans area: pi×3×3= 28 sq. km.* *total smog tower required: 1484÷28 = 53.* *one smog tower cost = 2 crore.* *total one time cost required to install smog towers throughout delhi = 53×2= 106 crores,0,0.9992697834968567
513,,delhi area: 1484 sq. km. 1 smog tower cleans area: pi×3×3= 28 sq. km.,795.0,975.0,0,[],1.19e+18,1572926395000.0,2019-11-05 3:59:55,2.0,,,[],3.0,1.19e+18,,,,,https://twitter.com/RLSPDELVP/status/1191565781651210240,,Rajesh Agarwal,,0.0,1.0,0.0,,,,,"[{'user_id': '881475355030237186', 'username': 'RLSPDELVP'}, {'user_id': '405427035', 'username': 'ArvindKejriwal'}, {'user_id': '169018518', 'username': 'AmarUjalaNews'}, {'user_id': '1005017224195657728', 'username': 'RLSPIndia'}, {'user_id': '719429690755186688', 'username': 'UpendraRLSP'}, {'user_id': '42606652', 'username': 'aajtak'}, {'user_id': '321271735', 'username': 'ndtvindia'}, {'user_id': '461841349', 'username': 'ZeeNews'}, {'user_id': '471741741', 'username': 'PMOIndia'}, {'user_id': '3314976162', 'username': 'ManojTiwariMP'}, {'user_id': '30417501', 'username': 'msisodia'}, {'user_id': '3171712086', 'username': 'RahulGandhi'}, {'user_id': '337065278', 'username': 'BJP4Delhi'}, {'user_id': '77732185', 'username': 'drharshvardhan'}, {'user_id': '425973946', 'username': 'MaheishGirri'}, {'user_id': '373410448', 'username': 'M_Lekhi'}, {'user_id': '477500631', 'username': 'p_sahibsingh'}]",,False,,,,,smog tower,,,,,,UTC,,,,"@ArvindKejriwal @AmarUjalaNews @RLSPIndia @UpendraRLSP @aajtak @ndtvindia @ZeeNews @PMOIndia @ManojTiwariMP @msisodia @RahulGandhi @BJP4Delhi @drharshvardhan @MaheishGirri @M_Lekhi @p_sahibsingh 
Delhi Area: 1484 sq. Km.
1 Smog Tower cleans area: pi×3×3= 28 sq. Km.",,,881475355030237186,8.81e+17,,,RLSPDELVP,,delhi area: 1484 sq. km. 1 smog tower cleans area: pi×3×3= 28 sq. km.,0,0.9993987083435059
514,,india's own 'smog tower' may help combat air pollution - economic times …,972.0,1246.0,0,[],1.06e+18,1541386308000.0,2018-11-05 2:51:48,1.0,,,[],2.0,1.06e+18,,,,,https://twitter.com/green_liberals/status/1059277067819327488,,Green Liberals,,1.0,0.0,0.0,,,,,"[{'user_id': '977410014460727296', 'username': 'green_liberals'}]",,False,,,,,smog tower,,,,,,UTC,,,,India's own 'smog tower' may help combat air pollution - Economic Times  https://economictimes.indiatimes.com/small-biz/startups/newsbuzz/indias-own-smog-tower-may-help-combat-air-pollution/articleshow/66496696.cms …,,,977410014460727296,9.77e+17,,,green_liberals,,india's own 'smog tower' may help combat air pollution - economic times …,0,0.9994276165962219
0,-1.0,"if you can install the 2 million smog towers it will take to clean up air in delhi, my vote is yours.60 will clean up nothing. show that in your manifesto.. ab ki baar do arab smog tower.",102.0,108.0,-1,[],1.22e+18,1580099153000.0,2020-01-27 4:25:53,1.0,,,[],4.0,1.22e+18,,,,,https://twitter.com/KarthikGanesan6/status/1221650509456560129,,Karthik Ganesan,,2.0,1.0,1.0,,,,,"[{'user_id': '1124405762', 'username': 'KarthikGanesan6'}, {'user_id': '3314976162', 'username': 'ManojTiwariMP'}, {'user_id': '731676237790351360', 'username': 'UrbanEmissions'}, {'user_id': '341392930', 'username': 'tanushree_g'}, {'user_id': '310996905', 'username': 'CEEWIndia'}, {'user_id': '601874499', 'username': 'GhoshArunabha'}, {'user_id': '59352420', 'username': 'CBhattacharji'}]",,False,,,,,smog tower,,,,,,UTC,,,,"@ManojTiwariMP if you can install the 2 million smog towers it will take to clean up air in Delhi, my vote is yours.60 will clean up nothing. Show that in your manifesto.. ab ki baar do arab smog tower. 

@UrbanEmissions @tanushree_g @CEEWIndia @GhoshArunabha @CBhattacharji",,,1124405762,1124405762.0,,,KarthikGanesan6,,"if you can install the 2 million smog towers it will take to clean up air in delhi, my vote is yours.60 will clean up nothing. show that in your manifesto.. ab ki baar do arab smog tower.",1,0.9880460500717163
1,-1.0,smog tower is myth. it works only in theory.. there is no data to support that it works for 10 mtr radius. …,654.0,736.0,-1,[],1.2e+18,1573987191000.0,2019-11-17 10:39:51,7.0,,,[],10.0,1.2e+18,,,,,https://twitter.com/nxtgr8thing/status/1196015083333140481,,ayushmaan,,0.0,0.0,0.0,,,,,"[{'user_id': '89356270', 'username': 'nxtgr8thing'}, {'user_id': '771405105321025536', 'username': 'DrNMNahar'}]",,False,,,,,smog tower,,,,,,UTC,,,,Smog tower is myth. It works only in theory.. there is no data to support that it works for 10 mtr radius. https://qz.com/846093/chinas-giant-smog-sucking-tower-was-simply-no-match-for-its-air-pollution/ …,,,89356270,89356270.0,,,nxtgr8thing,,smog tower is myth. it works only in theory.. there is no data to support that it works for 10 mtr radius. …,-1,0.980663001537323
7,-1.0,the problem is that each #smogtower is so ineffective that one would need to build an absurdly large number to even reduce pm2.5 a tiny bit. just tweeted that it's like excavating a construction site with teaspoons. spend scarce resources where they can actually help.,247.0,259.0,-1,[],1.22e+18,1578982949000.0,2020-01-14 6:22:29,2.0,,,['#smogtower'],6.0,1.22e+18,,,,,https://twitter.com/joshapte/status/1216968812035133441,,Josh Apte,,4.0,1.0,0.0,,,,,"[{'user_id': '345072590', 'username': 'joshapte'}, {'user_id': '426555248', 'username': 'hinatejwani'}, {'user_id': '469046717', 'username': 'Smogdr'}]",,False,,,,,smog tower,,,,,,UTC,,,,The problem is that each #smogtower is so ineffective that one would need to build an absurdly large number to even reduce PM2.5 a tiny bit. @Smogdr just tweeted that it's like excavating a construction site with teaspoons. Spend scarce resources where they can actually help.,,,345072590,345072590.0,,,joshapte,,the problem is that each #smogtower is so ineffective that one would need to build an absurdly large number to even reduce pm2.5 a tiny bit. just tweeted that it's like excavating a construction site with teaspoons. spend scarce resources where they can actually help.,-1,0.9773660898208618
11,-1.0,"i'm afraid not true, . the #smogtower does not work beyond a 5-8 meter distance. try the reading on your device even 100 meters away. one has to curb pollution at source , not try recycle bad air. china did smog towers for optics only. #myrighttobreathe",249.0,261.0,-1,[],1.22e+18,1578965306000.0,2020-01-14 1:28:26,2.0,,,"['#smogtower', '#myrighttobreathe']",1.0,1.22e+18,,,,,https://twitter.com/KANAK0409/status/1216894811501821957,,Kanak,,0.0,0.0,0.0,,,,,"[{'user_id': '956702270', 'username': 'KANAK0409'}, {'user_id': '99448420', 'username': 'GautamGambhir'}]",,False,,,,,smog tower,,,,,,UTC,,,,"I'm afraid not true, @GautamGambhir . The #smogtower does not work beyond a 5-8 meter distance. Try the reading on your device even 100 meters away. One has to curb pollution at source , not try recycle bad air. China did smog towers for optics only. #MyRightToBreathe",,,956702270,956702270.0,,,KANAK0409,,"i'm afraid not true, . the #smogtower does not work beyond a 5-8 meter distance. try the reading on your device even 100 meters away. one has to curb pollution at source , not try recycle bad air. china did smog towers for optics only. #myrighttobreathe",-1,0.9790375232696533
17,-1.0,indian supreme court continues it's descent into madness. supports smog tower experiments and expanding the practice of spraying water into the air from a vehicle driving around town …,608.0,677.0,-1,[],1.2e+18,1574748302000.0,2019-11-26 6:05:02,2.0,,,[],6.0,1.2e+18,,,,,https://twitter.com/RazaAliKhan_/status/1199207416522563584,,RAK,,8.0,0.0,1.0,,,https://twitter.com/AQI_India/status/1199206016237199362,,"[{'user_id': '179604027', 'username': 'RazaAliKhan_'}]",,False,,,,,smog tower,,,,,,UTC,,,,Indian supreme court continues it's descent into madness. Supports smog tower experiments and expanding the practice of spraying water into the air from a vehicle driving around town  https://twitter.com/AQI_India/status/1199206016237199362 …,,,179604027,179604027.0,,,RazaAliKhan_,,indian supreme court continues it's descent into madness. supports smog tower experiments and expanding the practice of spraying water into the air from a vehicle driving around town …,1,0.9536332488059998
18,-1.0,"ma'am thanks for the 4400 crores allocation to clean air in #budget2020. would really appreciate clarity on how the funds will be disbursed, and used by states.really hope that funds are not wasted on #smogtower and cut-tree-plant-sapling programs. #myrighttobreathe",77.0,83.0,-1,[],1.22e+18,1580607744000.0,2020-02-02 1:42:24,7.0,,,"['#budget2020', '#smogtower', '#myrighttobreathe']",1.0,1.22e+18,,,,,https://twitter.com/KANAK0409/status/1223783697691734016,,Kanak,,0.0,0.0,0.0,,,,,"[{'user_id': '956702270', 'username': 'KANAK0409'}, {'user_id': '58243368', 'username': 'nsitharaman'}]",,False,,,,,smog tower,,,,,,UTC,,,,"@nsitharaman Ma'am thanks for the 4400 crores allocation to clean air in #Budget2020. Would really appreciate clarity on how the funds will be disbursed, and used by States.really hope that funds are not wasted on #SmogTower and cut-tree-plant-sapling programs. #MyRightToBreathe",,,956702270,956702270.0,,,KANAK0409,,"ma'am thanks for the 4400 crores allocation to clean air in #budget2020. would really appreciate clarity on how the funds will be disbursed, and used by states.really hope that funds are not wasted on #smogtower and cut-tree-plant-sapling programs. #myrighttobreathe",1,0.981255054473877
19,-1.0,"simple point is things have to be done incrementally. you can stop farmers from burning the parali but delhi air remains toxic all 12 months, every day. let me agree that smogtower is not the ultimate solution, what other solutions do you have?",473.0,512.0,-1,[],1.21e+18,1578052230000.0,2020-01-03 11:50:30,5.0,,,[],11.0,1.21e+18,,,,,https://twitter.com/4Sqft/status/1213065095040757760,,Laal Timaatar,,1.0,1.0,0.0,,,,,"[{'user_id': '1188820284876476416', 'username': '4Sqft'}, {'user_id': '31711965', 'username': 'Brikesh'}, {'user_id': '1025044690083573760', 'username': 'BhavreenMK'}, {'user_id': '251008339', 'username': 'Geeta_Mohan'}, {'user_id': '99448420', 'username': 'GautamGambhir'}, {'user_id': '815473030868545537', 'username': 'LtGovDelhi'}, {'user_id': '1072993274', 'username': 'PrakashJavdekar'}, {'user_id': '1018871382736764929', 'username': 'MRTB_India'}, {'user_id': '108840062', 'username': 'rsuri54'}, {'user_id': '59352420', 'username': 'CBhattacharji'}, {'user_id': '722081805445177344', 'username': 'JasjeevSinghTOI'}, {'user_id': '3059424457', 'username': 'joydeepthakur'}, {'user_id': '3186968196', 'username': 'vidhiverma019'}, {'user_id': '56685329', 'username': 'bhupendrachaube'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Simple point is things have to be done incrementally.
You can stop farmers from burning the Parali but Delhi air remains toxic all 12 months, every day.

Let me agree that SmogTower is not the ultimate solution, what other solutions do you have?",,,1188820284876476416,1.19e+18,,,4Sqft,,"simple point is things have to be done incrementally. you can stop farmers from burning the parali but delhi air remains toxic all 12 months, every day. let me agree that smogtower is not the ultimate solution, what other solutions do you have?",1,0.49710074067115784
21,-1.0,very true having an outdoor air purifier/smog tower is just a short term unsustainable solution. we need to tackle air pollution by understanding them at the origin source level. #airpollution #airquality #india #delhiairemergency …,633.0,708.0,-1,[],1.2e+18,1574164794000.0,2019-11-19 11:59:54,2.0,,,"['#airpollution', '#airquality', '#india', '#delhiairemergency']",11.0,1.2e+18,,,,,https://twitter.com/get_ambee/status/1196760004058996737,,Ambee - The Air Quality Network,,0.0,0.0,0.0,,,https://twitter.com/Brikesh/status/1196700010882031616,,"[{'user_id': '926836538515767302', 'username': 'get_ambee'}, {'user_id': '31711965', 'username': 'Brikesh'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Very true @Brikesh having an outdoor air purifier/smog tower is just a short term unsustainable solution. We need to tackle air pollution by understanding them at the origin source level.
#AirPollution #AirQuality #India #DelhiAirEmergency https://twitter.com/Brikesh/status/1196700010882031616 …",,,926836538515767302,9.27e+17,,,get_ambee,,very true having an outdoor air purifier/smog tower is just a short term unsustainable solution. we need to tackle air pollution by understanding them at the origin source level. #airpollution #airquality #india #delhiairemergency …,1,0.9876102209091187
25,-1.0,*note: anti-smog towers are not an effective solution for cleaning up air! * “the supreme court agreed with delhi govt’s proposal to install a smog tower at connaught place within 3 months...” #indiaaq #airpollution,217.0,228.0,-1,[],1.22e+18,1579452397000.0,2020-01-19 16:46:37,7.0,,,"['#indiaaq', '#airpollution']",16.0,1.22e+18,,,,,https://twitter.com/airqualityindia/status/1218937819391053824,,Air Quality in India,,12.0,0.0,3.0,,,,,"[{'user_id': '3039070168', 'username': 'airqualityindia'}]",,False,,,,,smog tower,,,,,,UTC,,,,"*Note: Anti-smog towers are NOT an effective solution for cleaning up air!  https://buff.ly/2sWqRVX  *

“The Supreme Court agreed with Delhi govt’s proposal to install a smog tower at Connaught Place within 3 months...”

 https://buff.ly/30zjFM8 
#IndiaAQ #AirPollution",,,3039070168,3039070168.0,,,airqualityindia,,*note: anti-smog towers are not an effective solution for cleaning up air! * “the supreme court agreed with delhi govt’s proposal to install a smog tower at connaught place within 3 months...” #indiaaq #airpollution,-1,0.9765605330467224
