,date,tweet_processed,tweet,ZLabel,favorites,geo,hashtags,id,mentions,new,permalink,retweets,username,Lang,Tweet text processed,pred,pred_raw
510,04-11-2019 16:03,do ur best for #delhiairemergency no matter wat #bjp says. none of d #bjp leaders r good in #delhi n playing #politics. you doing good so keep d #goodwork n possibility is you wl win again. #delhincrpollution #oddeven #delhibachao #delhiairquality #delhichokes,@ ArvindKejriwal do ur Best for # DelhiAirEmergency no matter wat # BJP says. None of d # BJP leaders r good in # Delhi n playing # Politics. You doing good so keep d # GoodWork n possibility is you wl Win again. # DelhiNCRPollution # OddEven # DelhiBachao # DelhiAirQuality # DelhiChokes,1,3.0,,# # # # # # # # # # #,1.19e+18,@,,https://twitter.com/ISunilAgnihotri/status/1191302546628825088,1.0,ISunilAgnihotri,en,do ur best for #delhiairemergency no matter wat #bjp says. none of d #bjp leaders r good in #delhi n playing #politics. you doing good so keep d #goodwork n possibility is you wl win again. #delhincrpollution #oddeven #delhibachao #delhiairquality #delhichokes,1,0.9968140721321106
511,04-11-2019 15:30,"in total agreement but the question is who is going for the behavioral change.. did it for one day but is he going to continue? is going to ask its supporters, workers to make it a mass movement? #oddeven #oddevendobara","In total agreement but the question is who is going for the behavioral change.. @ msisodia did it for one day but is he going to continue? @ AamAadmiParty is going to ask its supporters, workers to make it a mass movement? @ KapilMishra_IND @ TajinderBagga # OddEven # OddEvenDobara",1,1.0,,# #,1.19e+18,@ @ @ @,,https://twitter.com/rishiraj_rathi/status/1191294072087961600,0.0,rishiraj_rathi,en,"in total agreement but the question is who is going for the behavioral change.. did it for one day but is he going to continue? is going to ask its supporters, workers to make it a mass movement? #oddeven #oddevendobara",0,0.996681272983551
516,04-11-2019 23:23,"#oddeven experiment is like beating around the bush"".","# OddEven experiment is like beating around the bush"".",1,0.0,,# #,1.19e+18,@,,https://twitter.com/GirishUpadhyay_/status/1191413218037493760,0.0,GirishUpadhyay_,en,"#oddeven experiment is like beating around the bush"".",-1,0.9893369674682617
526,05-11-2019 18:13,#oddeven wish odd-even continues all through winter. less pollution and less traffic,# OddEven wish odd-even continues all through winter. Less pollution and less traffic,1,0.0,,#,1.19e+18,,,https://twitter.com/kabirazad2017/status/1191697615169019904,0.0,kabirazad2017,en,#oddeven wish odd-even continues all through winter. less pollution and less traffic,1,0.9991826415061951
527,06-11-2019 7:24,"i travel almost daily to gurgaon and have seen huge improvement in traffic all over delhi, can we have #oddeven daily and have this thing permanent. #arvindkejriwal","I travel almost daily to Gurgaon and have seen huge improvement in traffic all over Delhi, can we have # OddEven daily and have this thing permanent. # ArvindKejriwal @ ArvindKejriwal",1,3.0,,# #,1.19e+18,@,,https://twitter.com/tweetwithsiddy/status/1191896647648702464,4.0,tweetwithsiddy,en,"i travel almost daily to gurgaon and have seen huge improvement in traffic all over delhi, can we have #oddeven daily and have this thing permanent. #arvindkejriwal",1,0.9992942810058594
531,04-11-2019 13:38,"people like should be immediately sacked. instead of encouraging people to do their bit, he is shamelessly flouting rules and encouraging people not to follow #oddeven #sharamkarosaalon #delhibachao, #delhichokes, #pollutionkasolution","People like @ VijayGoelBJP should be immediately sacked. Instead of encouraging people to do their bit, he is shamelessly flouting rules and encouraging people not to follow # OddEven # SharamKaroSaalon # DelhiBachao, # DelhiChokes, # PollutionKaSolution",1,2.0,,# # # # #,1.19e+18,@,,https://twitter.com/hardeepdugal/status/1191265935903977473,0.0,hardeepdugal,en,"people like should be immediately sacked. instead of encouraging people to do their bit, he is shamelessly flouting rules and encouraging people not to follow #oddeven #sharamkarosaalon #delhibachao, #delhichokes, #pollutionkasolution",-1,0.9992521405220032
535,04-11-2019 13:56,my female friends are supporting #oddeven by not taking out their cars even though women are technically exempted. #letsuniteagainstpollution,My female friends are supporting # OddEven by not taking out their cars even though women are technically exempted. # LetsUniteAgainstPollution @ ArvindKejriwal @ msisodia,1,5.0,,# #,1.19e+18,@ @,,https://twitter.com/ekta2993/status/1191270530525155328,0.0,ekta2993,en,my female friends are supporting #oddeven by not taking out their cars even though women are technically exempted. #letsuniteagainstpollution,1,0.9978933930397034
546,04-11-2019 13:35,we hope odd-even rule in delhi will see its fruitfulness against pollution. #oddeven #letsuniteagainstpollution … via,We hope odd-even rule in Delhi will see its fruitfulness against pollution. # OddEven # LetsUniteAgainstPollution http://www.tabloidxo.com/odd-even-rule-in-delhi.jsp … via @ TabloidXO,1,0.0,,# #,1.19e+18,@,,https://twitter.com/TabloidXO/status/1191265085789880320,0.0,TabloidXO,en,we hope odd-even rule in delhi will see its fruitfulness against pollution. #oddeven #letsuniteagainstpollution … via,1,0.999291181564331
547,04-11-2019 13:23,how about odd even rule in namma bangalore ?? #bangaloretraffic #oddeven #traffic,How about odd even rule in Namma Bangalore ?? # bangaloretraffic # OddEven # Trafficpic.twitter.com/Ypsx2yCWsh,1,4.0,,# # #,1.19e+18,,,https://twitter.com/sailaja_chakka/status/1191262262868115456,0.0,sailaja_chakka,en,how about odd even rule in namma bangalore ?? #bangaloretraffic #oddeven #traffic,0,0.998491644859314
558,04-11-2019 13:59,"everyone should follow #oddeven even. we owe it to our kids, if no one else. small steps matter in big picture car-pool — i hear even is doing so #delhiairemergency","Everyone should follow # OddEven even. We owe it to our kids, if no one else. Small steps matter in big picture Car-pool — i hear even @ ArvindKejriwal is doing so # DelhiAirEmergency",1,3.0,,# #,1.19e+18,@,,https://twitter.com/SHREY20223550/status/1191271146492059648,0.0,SHREY20223550,en,"everyone should follow #oddeven even. we owe it to our kids, if no one else. small steps matter in big picture car-pool — i hear even is doing so #delhiairemergency",1,0.9993115663528442
562,19-11-2019 23:06,absolutely; #oddeven can go a long way in tackling traffic chaos as well as #pollution on some long term basis,Absolutely; # OddEven can go a long way in tackling traffic chaos as well as # pollution on some long term basis,1,1.0,,# #,1.2e+18,,,https://twitter.com/slmehra/status/1196844783357980672,0.0,slmehra,,absolutely; #oddeven can go a long way in tackling traffic chaos as well as #pollution on some long term basis,1,0.9992319345474243
563,19-11-2019 20:32,"though short term measure, i appreciate #oddeven initiated by and cm shri . so what's your long term solution gautam sir? being people elect, you should have answers than questions","Though short term measure, I appreciate # OddEven initiated by @ AamAadmiParty and CM Shri @ ArvindKejriwal . So what's your long term solution Gautam sir? Being people elect, you should have answers than questions",1,0.0,,#,1.2e+18,@ @,,https://twitter.com/CarmaTrinley/status/1196805957407232001,0.0,CarmaTrinley,,"though short term measure, i appreciate #oddeven initiated by and cm shri . so what's your long term solution gautam sir? being people elect, you should have answers than questions",1,0.9993159770965576
567,18-11-2019 17:33,did #delhincr activate some cheat code? #aqi #oddeven pleasantly surprised though!,DId # DelhiNCR activate some cheat code? # AQI # OddEven Pleasantly surprised though! pic.twitter.com/nO9TDdiosk,1,1.0,,# # #,1.2e+18,,,https://twitter.com/AkashdeepSaxena/status/1196398563208548352,0.0,AkashdeepSaxena,,did #delhincr activate some cheat code? #aqi #oddeven pleasantly surprised though!,0,0.9947460889816284
568,18-11-2019 16:39,"dear sir, pls bring back #oddeven. thanks","Dear @ ArvindKejriwal sir, pls bring back # OddEven. Thanks",1,0.0,,#,1.2e+18,@,,https://twitter.com/asaha0/status/1196384959642005504,0.0,asaha0,,"dear sir, pls bring back #oddeven. thanks",1,0.9992828965187073
571,20-11-2019 08:16,this is what we get after the huge success of #oddeven #oddevenscheme #delhiairemergency #delhiairpollution #delhincrpollution #delhi #delhipollution #delhi,This is what we get after the huge success of # OddEven # oddevenscheme # DelhiAirEmergency # DelhiAirPollution # DelhiNCRPollution # Delhi # DelhiPollution # delhipic.twitter.com/h5ORwXAbgI,1,1.0,,# # # # # # # #,1.2e+18,,,https://twitter.com/ProbasiBangali/status/1196983246766006272,0.0,ProbasiBangali,,this is what we get after the huge success of #oddeven #oddevenscheme #delhiairemergency #delhiairpollution #delhincrpollution #delhi #delhipollution #delhi,1,0.9991446733474731
572,04-11-2019 16:54,1.5 hrs of #oddeven reduced aqi from 1197 to 576.,1.5 hrs of # OddEven reduced AQI from 1197 to 576.,1,0.0,,#,1.19e+18,,,https://twitter.com/swadeep_/status/1191315277696454656,0.0,swadeep_,en,1.5 hrs of #oddeven reduced aqi from 1197 to 576.,0,0.9983327984809875
578,04-11-2019 11:15,#letsuniteagainstpollution #oddevendobara try to help kejriwal govt to curb severe pollution by following #oddeven,# LetsUniteAgainstPollution # oddevendobara Try to help kejriwal govt to curb severe pollution by following # OddEven,1,1.0,,# # #,1.19e+18,,,https://twitter.com/Rita_Blogs/status/1191229860393340929,4.0,Rita_Blogs,en,#letsuniteagainstpollution #oddevendobara try to help kejriwal govt to curb severe pollution by following #oddeven,1,0.999301552772522
583,04-11-2019 10:40,dear appreciate the odd-even rule and all other measures being taken! how about promoting some innovation like this as well? … #letsuniteagainstpollution #oddeven #oddevendobara #kriyalabs,"Dear @ ArvindKejriwal, Appreciate the odd-even rule and all other measures being taken! How about promoting some innovation like this as well? https://www.youtube.com/watch?v=B3aq2KMH2z8 … # LetsUniteAgainstPollution # OddEven # oddevendobara # KriyaLabs",1,1.0,,# # # #,1.19e+18,@,,https://twitter.com/arun_nethi/status/1191221055064625154,0.0,arun_nethi,en,dear appreciate the odd-even rule and all other measures being taken! how about promoting some innovation like this as well? … #letsuniteagainstpollution #oddeven #oddevendobara #kriyalabs,1,0.9992337226867676
590,04-11-2019 14:03,to tackle air pollution center has to take concrete steps likw oddeven,To tackle air pollution center has to take concrete steps likw  OddEven,1,0.0,,#,1.19e+18,,,https://twitter.com/sourabhAAP/status/1191272121005010945,0.0,sourabhAAP,en,to tackle air pollution center has to take concrete steps likw oddeven,1,0.9991472959518433
596,04-11-2019 12:21,#oddeven should be a permanent fixture. period.,# OddEven should be a permanent fixture. Period.,1,0.0,,#,1.19e+18,,,https://twitter.com/studentsahni/status/1191246615819902976,0.0,studentsahni,en,#oddeven should be a permanent fixture. period.,1,0.9992597699165344
597,04-11-2019 16:30,#oddeven is working pm 2.5 level has reduced from yesterday's 999 to 175. well done delhi regular steps should be taken so that it should not cross the safe levels.,# OddEven is working pm 2.5 level has reduced from yesterday's 999 to 175. Well done Delhi @ ArvindKejriwal @ AnkitLal @ AamAadmiParty. Regular steps should be taken so that it should not cross the safe levels.pic.twitter.com/bbHUz95mLN,1,0.0,,#,1.19e+18,@ @ @,,https://twitter.com/SinghGurpreet8/status/1191309147297345536,0.0,SinghGurpreet8,en,#oddeven is working pm 2.5 level has reduced from yesterday's 999 to 175. well done delhi regular steps should be taken so that it should not cross the safe levels.,1,0.9993446469306946
601,04-11-2019 15:17,"yes, if we indians can support the worst decision of the decade (demonetisation) then #oddeven is worthy enough to get our support.","Yes, If we Indians can support the worst decision of the decade (demonetisation) then # OddEven is worthy enough to get our support.",1,1.0,,#,1.19e+18,,,https://twitter.com/iamabhinav926/status/1191290947897704448,0.0,iamabhinav926,en,"yes, if we indians can support the worst decision of the decade (demonetisation) then #oddeven is worthy enough to get our support.",1,0.9990637898445129
607,14-11-2019 12:33,delhi’s #oddeven is the only and most stringent rule of its kind to curb pollution. data and experts back this! …,Delhi’s # OddEven is the only and most stringent rule of its kind to curb pollution. Data and experts back this! https://www.news18.com/news/india/clearing-the-air-why-delhi-needs-the-odd-even-scheme-to-fight-pollution-2383473.html …,1,2.0,,#,1.19e+18,,,https://twitter.com/Shalupcrf/status/1194873349408620544,4.0,Shalupcrf,,delhi’s #oddeven is the only and most stringent rule of its kind to curb pollution. data and experts back this! …,1,0.3994808793067932
